date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2025-05-02,00739,0,0,17,8122,0,0,0
2025-05-05,00739,0,0,17,8122,0,0,0
2025-05-06,00739,0,0,17,8122,0,0,0
2025-05-07,00739,0,0,17,8122,0,0,0
2025-05-08,00739,0,0,17,8122,0,0,0
2025-05-09,00739,0,0,17,8122,0,0,0
2025-05-12,00739,0,0,17,8122,0,0,0
2025-05-13,00739,0,0,17,8122,0,0,0
2025-05-14,00739,0,0,17,8122,0,0,0
2025-05-15,00739,0,0,17,8122,0,0,0
2025-05-16,00739,0,0,17,8122,0,0,0
2025-05-19,00739,0,0,17,8122,0,0,0
2025-05-20,00739,0,0,17,8122,0,0,0
2025-05-21,00739,0,0,17,8122,0,0,0
2025-05-22,00739,0,0,17,8122,0,0,0
2025-05-23,00739,0,0,17,8122,0,0,0
2025-05-26,00739,0,0,17,8122,0,0,0
2025-05-27,00739,0,0,17,8122,0,0,0
2025-05-28,00739,0,0,17,8122,0,0,0
2025-05-29,00739,0,0,17,8122,0,0,0
2025-06-02,00739,0,0,17,8122,0,0,0
2025-06-03,00739,0,0,17,8122,0,0,0
2025-06-04,00739,0,0,17,8122,0,0,0
2025-06-05,00739,0,0,17,8122,0,0,0
2025-06-06,00739,0,0,17,8122,0,0,0
2025-06-09,00739,0,0,17,7997,0,0,0
2025-06-10,00739,0,0,17,7997,0,0,0
2025-06-11,00739,0,0,17,7997,0,0,0
2025-06-12,00739,0,0,17,7997,0,0,0
2025-06-13,00739,0,0,17,7997,0,0,0
2025-06-16,00739,0,0,17,7997,0,0,0
2025-06-17,00739,0,0,17,7997,0,0,0
2025-06-18,00739,0,0,17,7997,0,0,0
2025-06-19,00739,0,0,17,7997,0,0,0
2025-06-20,00739,0,0,17,7997,0,0,0
2025-06-23,00739,0,0,17,7997,0,0,0
2025-06-24,00739,0,0,17,7997,0,0,0
2025-06-25,00739,0,0,17,7997,0,0,0
2025-06-26,00739,0,0,17,7997,0,0,0
2025-06-27,00739,0,0,17,7997,0,0,0
2025-06-30,00739,0,0,17,7997,0,0,0
2025-07-01,00739,0,0,17,7997,0,0,0
2025-07-02,00739,0,0,17,7997,0,0,0
2025-07-03,00739,0,0,17,7997,0,0,0
2025-07-04,00739,0,0,17,7997,0,0,0
2025-07-07,00739,0,0,17,7997,0,0,0
2025-07-08,00739,0,0,17,7997,0,0,0
2025-07-09,00739,0,0,17,7997,0,0,0
2025-07-10,00739,0,0,17,7997,0,0,0
2025-07-11,00739,0,0,17,7997,0,0,0
2025-07-14,00739,0,0,17,7997,0,0,0
2025-07-15,00739,0,0,17,7997,0,0,0
2025-07-16,00739,0,0,17,7997,0,0,0
2025-07-17,00739,0,0,17,7997,0,0,0
2025-07-18,00739,0,0,17,7997,0,0,0
2025-07-21,00739,0,0,17,7997,0,0,0
2025-07-22,00739,0,0,17,7997,0,0,0
2025-07-23,00739,0,0,17,7997,0,0,0
2025-07-24,00739,0,0,17,7997,0,0,0
2025-07-25,00739,0,0,17,7997,0,0,0
2025-07-28,00739,0,0,17,7997,0,0,0
2025-07-29,00739,0,0,17,7997,0,0,0
2025-07-30,00739,0,0,17,7997,0,0,0
2025-07-31,00739,0,0,17,7997,0,0,0
2025-08-01,00739,0,0,17,7997,0,0,0
2025-08-04,00739,0,0,17,7997,0,0,0
2025-08-05,00739,0,1,16,7997,0,0,0
2025-08-06,00739,0,1,15,7997,0,0,0
2025-08-07,00739,0,0,15,7997,0,0,0
2025-08-08,00739,0,0,15,7997,0,0,0
2025-08-11,00739,0,0,15,7997,0,0,0
2025-08-12,00739,0,1,14,7997,0,0,0
2025-08-13,00739,0,1,13,7997,0,0,0
2025-08-14,00739,0,0,13,7997,0,0,0
2025-08-15,00739,0,0,13,7997,0,0,0
2025-08-18,00739,0,2,11,7997,0,0,0
2025-08-19,00739,0,0,11,7997,0,0,0
2025-08-20,00739,0,0,11,7997,0,0,0
2025-08-21,00739,2,1,12,7997,0,0,0
2025-08-22,00739,1,1,12,7997,0,0,0
2025-08-25,00739,0,2,10,7872,0,0,0
2025-08-26,00739,0,3,7,7872,0,0,0
2025-08-27,00739,0,1,6,7747,0,0,0
2025-08-28,00739,0,0,6,7747,0,0,0
2025-08-29,00739,0,0,6,7747,0,0,0
2025-09-01,00739,0,1,5,7747,0,0,0
2025-09-02,00739,0,0,5,7747,0,0,0
2025-09-03,00739,0,0,5,7747,0,0,0
2025-09-04,00739,1,0,6,7622,0,0,0
2025-09-05,00739,0,0,6,7622,0,0,0
2025-09-08,00739,0,0,6,7622,0,0,0
2025-09-09,00739,1,0,7,7622,0,0,0
2025-09-10,00739,0,0,7,7622,0,0,0
2025-09-11,00739,0,0,7,7622,0,0,0
2025-09-12,00739,0,0,7,7622,0,0,0
2025-09-15,00739,0,0,7,7622,0,0,0
2025-09-16,00739,0,0,7,7622,0,0,0
2025-09-17,00739,0,0,7,7622,0,0,0
2025-09-18,00739,0,0,7,7622,0,0,0
2025-09-19,00739,0,0,7,7622,0,0,0
2025-09-22,00739,0,0,7,7622,0,0,0
2025-09-23,00739,0,0,7,7747,0,0,0
2025-09-24,00739,0,1,6,7997,0,0,0
2025-09-25,00739,0,0,6,8372,0,0,0
2025-09-26,00739,0,0,6,8497,0,0,0
2025-09-30,00739,5,0,11,8497,0,0,0
2025-10-01,00739,0,0,11,8497,0,0,0
2025-10-02,00739,0,5,6,8497,0,0,0
2025-10-03,00739,8,0,14,8497,0,0,0
2025-10-07,00739,0,0,14,8497,0,0,0
2025-10-08,00739,0,0,14,8497,0,0,0
2025-10-09,00739,0,0,14,8122,0,0,0
2025-10-13,00739,0,4,10,7997,0,0,0
2025-10-14,00739,0,0,10,7872,0,0,0
2025-10-15,00739,0,4,6,7747,0,0,0
2025-10-16,00739,0,0,6,7747,0,0,0
2025-10-17,00739,1,0,7,7747,0,0,0
2025-10-20,00739,64,0,71,7747,0,0,0
2025-10-21,00739,0,1,70,7747,0,0,0
2025-10-22,00739,13,1,82,7747,0,0,0
2025-10-23,00739,0,70,12,7747,0,0,0
2025-10-27,00739,0,0,12,7622,0,0,0
2025-10-28,00739,0,7,5,7622,0,0,0
2025-10-29,00739,0,1,4,7622,0,0,0
2025-10-30,00739,0,2,2,7622,0,0,0
2025-10-31,00739,0,0,2,7497,0,0,0
2025-11-03,00739,0,0,0,7497,0,0,0
2025-11-04,00739,0,0,0,7497,0,0,0
2025-11-05,00739,50,0,50,7497,0,0,0
2025-11-06,00739,0,50,0,7497,0,0,0
2025-11-07,00739,0,0,0,7497,0,0,0
2025-11-10,00739,0,0,0,7497,0,0,0
2025-11-11,00739,0,0,0,7497,0,0,0
2025-11-12,00739,0,0,0,7372,0,0,0
2025-11-13,00739,0,0,0,7372,0,0,0
2025-11-14,00739,0,0,0,7372,0,0,0
2025-11-17,00739,0,0,0,7372,0,0,0
2025-11-18,00739,0,0,0,7372,0,0,0
2025-11-19,00739,0,0,0,7372,0,0,0
2025-11-20,00739,0,0,0,7372,0,0,0
2025-11-21,00739,0,0,0,7372,0,0,0
2025-11-24,00739,0,0,0,7372,0,0,0
2025-11-25,00739,0,0,0,7372,0,0,0
2025-11-26,00739,0,0,0,7372,0,0,0
2025-11-27,00739,0,0,0,7372,0,0,0
2025-11-28,00739,0,0,0,7372,0,0,0
2025-12-01,00739,0,0,0,7372,0,0,0
2025-12-02,00739,0,0,0,7372,0,0,0
2025-12-03,00739,0,0,0,7372,0,0,0
2025-12-04,00739,0,0,0,7372,0,0,0
2025-12-05,00739,0,0,0,7372,0,0,0
2025-12-08,00739,0,0,0,7372,0,0,0
2025-12-09,00739,0,0,0,7372,0,0,0
2025-12-10,00739,0,0,0,7372,0,0,0
2025-12-11,00739,0,0,0,7372,0,0,0
2025-12-12,00739,0,0,0,7372,0,0,0
2025-12-15,00739,0,0,0,7372,0,0,0
2025-12-16,00739,0,0,0,7372,0,0,0
2025-12-17,00739,0,0,0,7372,0,0,0
2025-12-18,00739,0,0,0,7372,0,0,0
2025-12-19,00739,0,0,0,7372,0,0,0
2025-12-22,00739,0,0,0,7372,0,0,0
2025-12-23,00739,0,0,0,7372,0,0,0
2025-12-24,00739,0,0,0,7372,0,0,0
2025-12-26,00739,0,0,0,7372,0,0,0
2025-12-29,00739,0,0,0,7372,0,0,0
2025-12-30,00739,0,0,0,7247,0,0,0
2025-12-31,00739,0,0,0,7247,0,0,0
2026-01-02,00739,0,0,0,7247,0,0,0
2026-01-05,00739,0,0,0,7247,0,0,0
2026-01-06,00739,0,0,0,7247,0,0,0
2026-01-07,00739,0,0,0,7122,0,0,0
2026-01-08,00739,0,0,0,7122,0,0,0
2026-01-09,00739,0,0,0,7122,0,0,0
2026-01-12,00739,0,0,0,7122,0,0,0
2026-01-13,00739,0,0,0,7122,0,0,0
2026-01-14,00739,0,0,0,7122,0,0,0
2026-01-15,00739,0,0,0,7122,0,0,0
2026-01-16,00739,0,0,0,6997,0,0,0
2026-01-19,00739,0,0,0,6997,0,0,0
2026-01-20,00739,0,0,0,6997,0,0,0
2026-01-21,00739,0,0,0,6997,0,0,0
2026-01-22,00739,0,0,0,6997,0,0,0
2026-01-23,00739,0,0,0,6997,0,0,0
2026-01-26,00739,0,0,0,6997,0,0,0
2026-01-27,00739,0,0,0,6997,0,0,0
2026-01-28,00739,0,0,0,6997,0,0,0
2026-01-29,00739,0,0,0,6997,0,0,0
2026-01-30,00739,0,0,0,6872,0,0,0
2026-02-02,00739,2,0,2,6872,0,0,0
2026-02-03,00739,0,2,0,6872,0,0,0
2026-02-04,00739,0,0,0,6872,0,0,0
2026-02-05,00739,0,0,0,6872,0,0,0
2026-02-06,00739,0,0,0,6872,0,0,0
2026-02-09,00739,0,0,0,6872,0,0,0
2026-02-10,00739,0,0,0,6872,0,0,0
2026-02-11,00739,0,0,0,6872,0,0,0
2026-02-23,00739,1,0,1,6872,0,0,0
2026-02-24,00739,0,0,1,6872,0,0,0
2026-02-25,00739,0,1,0,6872,0,0,0
2026-02-26,00739,0,0,0,6872,0,0,0
2026-03-02,00739,0,0,0,6872,0,0,0
2026-03-03,00739,0,0,0,6872,0,0,0
2026-03-04,00739,0,0,0,6872,0,0,0
2026-03-05,00739,0,0,0,6872,0,0,0
2026-03-06,00739,0,0,0,6872,0,0,0
2026-03-09,00739,0,0,0,6747,0,0,0
2026-03-10,00739,0,0,0,6747,0,0,0
2026-03-11,00739,1,0,1,6747,0,0,0
2026-03-12,00739,0,0,1,6747,0,0,0
2026-03-13,00739,0,0,1,6747,0,0,0
2026-03-16,00739,0,0,1,6747,0,0,0
2026-03-17,00739,0,0,1,6747,0,0,0
2026-03-18,00739,0,1,0,6747,0,0,0
2026-03-19,00739,0,0,0,6747,0,0,0
2026-03-20,00739,0,0,0,6747,0,0,0
2026-03-23,00739,0,0,0,6747,0,0,0
2026-03-24,00739,0,0,0,6747,0,0,0
2026-03-25,00739,2,0,2,6747,0,0,0
2026-03-26,00739,0,0,2,6747,0,0,0
2026-03-27,00739,0,0,2,6747,0,0,0
2026-03-30,00739,0,2,0,6747,0,0,0
2026-03-31,00739,0,0,0,6747,0,0,0
2026-04-01,00739,0,0,0,6747,0,0,0
2026-04-02,00739,0,0,0,6747,0,0,0
2026-04-07,00739,0,0,0,6747,0,0,0
2026-04-08,00739,0,0,0,6747,0,0,0
2026-04-09,00739,0,0,0,6747,0,0,0
2026-04-10,00739,0,0,0,6747,0,0,0
2026-04-13,00739,0,0,0,6747,0,0,0
2026-04-14,00739,0,0,0,6747,0,0,0
2026-04-15,00739,1,0,1,6747,0,0,0
2026-04-16,00739,0,0,1,6747,0,0,0
2026-04-17,00739,0,0,1,6747,0,0,0
2026-04-20,00739,0,0,1,6747,0,0,0
2026-04-21,00739,0,0,1,6747,0,0,0
2026-04-22,00739,0,0,1,6747,0,0,0
2026-04-23,00739,0,0,1,6622,0,0,0
2026-04-24,00739,0,0,1,6622,0,0,0
2026-04-27,00739,0,0,1,6622,0,0,0
2026-04-28,00739,0,0,1,6622,0,0,0
2026-04-29,00739,0,0,1,6622,0,0,0
2026-04-30,00739,0,0,1,6622,0,0,0
2026-05-04,00739,0,0,1,6622,0,0,0
2026-05-05,00739,0,0,1,6622,0,0,0
2026-05-06,00739,0,1,0,6497,0,0,0
2026-05-07,00739,0,0,0,6497,0,0,0
2026-05-08,00739,0,0,0,6497,0,0,0
2026-05-11,00739,0,0,0,6497,0,0,0
2026-05-12,00739,0,0,0,6497,0,0,0
2026-05-13,00739,0,0,0,6497,0,0,0
2026-05-14,00739,0,0,0,6497,0,0,0
2026-05-15,00739,0,0,0,6497,0,0,0
2026-05-18,00739,0,0,0,6497,0,0,0
2026-05-19,00739,0,0,0,6497,0,0,0
2026-05-20,00739,0,0,0,6497,0,0,0
2026-05-21,00739,0,0,0,6497,0,0,0
2026-05-22,00739,0,0,0,6497,0,0,0
2026-05-25,00739,0,0,0,6497,0,0,0
2026-05-26,00739,0,0,0,6497,0,0,0
2026-05-27,00739,1,0,1,6497,0,0,0
2026-05-28,00739,0,0,1,6497,0,0,0
2026-05-29,00739,0,0,1,6497,0,0,0
2026-06-01,00739,0,0,1,6497,0,0,0
2026-06-02,00739,0,0,1,6497,0,0,0
2026-06-03,00739,0,1,0,6497,0,0,0
2026-06-04,00739,0,0,0,6497,0,0,0
2026-06-05,00739,0,0,0,6497,0,0,0
2026-06-08,00739,0,0,0,6497,0,0,0
2026-06-09,00739,0,0,0,6497,0,0,0
2026-06-10,00739,0,0,0,6497,0,0,0
2026-06-11,00739,0,0,0,6497,0,0,0
2026-06-12,00739,0,0,0,6497,0,0,0
2026-06-15,00739,0,0,0,6497,0,0,0
2026-06-16,00739,0,0,0,6497,0,0,0
2026-06-17,00739,0,0,0,6497,0,0,0
2026-06-18,00739,0,0,0,6497,0,0,0
2026-06-22,00739,0,0,0,6497,0,0,0
2026-06-23,00739,0,0,0,6497,0,0,0
2026-06-24,00739,0,0,0,6497,0,0,0
2026-06-25,00739,0,0,0,6497,0,0,0
2026-06-26,00739,0,0,0,6497,0,0,0
2026-06-29,00739,0,0,0,6497,0,0,0
2026-06-30,00739,0,0,0,6497,0,0,0
2026-07-01,00739,0,0,0,6497,0,0,0
2026-07-02,00739,0,0,0,6497,0,0,0
2026-07-03,00739,0,0,0,6497,0,0,0
2026-07-06,00739,0,0,0,6497,0,0,0
2026-07-07,00739,0,0,0,6497,0,0,0
2026-07-08,00739,0,0,0,6497,0,0,0
2026-07-09,00739,0,0,0,6497,0,0,0
2026-07-13,00739,0,0,0,6497,0,0,0
2026-07-14,00739,0,0,0,6497,0,0,0
2026-07-15,00739,0,0,0,6497,0,0,0
2026-07-16,00739,0,0,0,6497,0,0,0
2026-07-17,00739,0,0,0,6497,0,0,0
2026-07-20,00739,0,0,0,6497,0,0,0
2026-07-21,00739,0,0,0,6497,0,0,0
2026-07-22,00739,0,0,0,6497,0,0,0
2026-07-23,00739,0,0,0,6497,0,0,0
2026-07-24,00739,0,0,0,6497,0,0,0
2026-07-27,00739,0,0,0,6497,0,0,0
2026-07-28,00739,0,0,0,6497,0,0,0
2026-07-29,00739,0,0,0,6497,0,0,0
2026-07-30,00739,0,0,0,6497,0,0,0
2026-07-31,00739,0,0,0,6497,0,0,0
2026-08-03,00739,0,0,0,6497,0,0,0
2026-08-04,00739,0,0,0,6497,0,0,0
2026-08-05,00739,0,0,0,6497,0,0,0
2026-08-06,00739,0,0,0,6497,0,0,0
2026-08-07,00739,0,0,0,6497,0,0,0
2026-08-10,00739,0,0,0,6497,0,0,0
2026-08-11,00739,0,0,0,6497,0,0,0
2026-08-12,00739,0,0,0,6497,0,0,0
2026-08-13,00739,0,0,0,6497,0,0,0
2026-08-14,00739,0,0,0,6497,0,0,0
2026-08-17,00739,0,0,0,6497,0,0,0
2026-08-18,00739,0,0,0,6497,0,0,0
2026-08-19,00739,0,0,0,6497,0,0,0
2026-08-20,00739,0,0,0,6497,0,0,0
2026-08-21,00739,0,0,0,6497,0,0,0
2026-08-24,00739,0,0,0,6372,0,0,0
2026-08-25,00739,0,0,0,6372,0,0,0
2026-08-26,00739,0,0,0,6372,0,0,0
2026-08-27,00739,0,0,0,6372,0,0,0
2026-08-28,00739,0,0,0,6372,0,0,0
2026-08-31,00739,0,0,0,6372,0,0,0
2026-09-01,00739,0,0,0,6372,0,0,0
2026-09-02,00739,0,0,0,6372,0,0,0
2026-09-03,00739,0,0,0,6247,0,0,0
2026-09-04,00739,0,0,0,6247,0,0,0
2026-09-08,00739,0,0,1,6247,0,0,0
