stock_id,market,date,prev_date,ratio,gap,rule
6198,tpex,2020-09-01,2020-08-19,1.0,8,gap
6198,tpex,2021-06-30,2021-06-11,1.0527,11,gap
6199,tpex,2015-04-07,2015-03-25,1.0,6,gap
6199,tpex,2015-04-30,2015-04-15,0.9974,10,gap
6199,tpex,2015-05-11,2015-04-30,1.0,5,gap
6199,tpex,2015-05-27,2015-05-12,0.9947,10,gap
6199,tpex,2015-06-16,2015-05-27,0.8889,13,gap
6199,tpex,2015-08-24,2015-07-27,1.0976,19,gap
6199,tpex,2015-09-11,2015-08-26,1.107,11,gap
6199,tpex,2015-10-08,2015-09-17,1.0,12,gap
6199,tpex,2016-01-11,2015-10-08,0.8033,64,gap
6199,tpex,2016-01-29,2016-01-14,0.9028,10,gap
6199,tpex,2016-05-13,2016-04-29,0.9146,8,gap
6199,tpex,2016-06-28,2016-05-25,1.0513,22,gap
6199,tpex,2016-07-19,2016-06-28,0.6558,13,gap
6199,tpex,2016-08-10,2016-07-19,1.1942,15,gap
6199,tpex,2016-08-25,2016-08-15,1.2851,7,gap
6199,tpex,2016-09-29,2016-09-19,1.0995,5,gap
6199,tpex,2016-12-07,2016-11-29,0.987,5,gap
6199,tpex,2016-12-27,2016-12-08,1.0499,12,gap
6199,tpex,2017-02-07,2017-01-18,0.9421,7,gap
6199,tpex,2017-03-07,2017-02-20,1.0,8,gap
6199,tpex,2017-04-25,2017-04-17,1.0089,5,gap
6199,tpex,2019-02-25,2019-02-14,1.0034,6,gap
6199,tpex,2019-07-26,2019-07-12,1.0,9,gap
6199,tpex,2019-08-29,2019-08-20,1.0035,6,gap
6199,tpex,2019-12-25,2019-12-17,1.0,5,gap
6199,tpex,2020-03-16,2020-03-06,1.053,5,gap
6199,tpex,2020-04-06,2020-03-24,1.0417,6,gap
6199,tpex,2020-05-11,2020-04-30,1.0,5,gap
6199,tpex,2020-06-03,2020-05-26,1.0085,5,gap
6199,tpex,2020-12-23,2020-12-15,0.9958,5,gap
6212,tpex,2016-12-09,2016-11-30,0.9698,6,gap
6212,tpex,2017-07-21,2017-07-13,0.9699,5,gap
6212,tpex,2017-07-31,2017-07-21,0.9562,5,gap
6212,tpex,2017-10-13,2017-10-02,0.9754,5,gap
6212,tpex,2017-10-30,2017-10-17,0.9929,8,gap
6212,tpex,2020-07-01,2020-06-16,0.9979,8,gap
6212,tpex,2021-11-16,2021-11-01,1.0069,10,gap
6212,tpex,2022-03-23,2022-03-11,1.0223,7,gap
6212,tpex,2022-04-26,2022-04-18,1.0018,5,gap
6212,tpex,2023-02-21,2023-02-08,0.9949,8,gap
6222,tpex,2018-08-06,2018-07-26,1.0,6,gap
6222,tpex,2018-11-23,2018-11-15,0.8779,5,gap
6222,tpex,2018-12-03,2018-11-23,0.9478,5,gap
6222,tpex,2018-12-26,2018-12-14,1.0,8,gap
6222,tpex,2019-06-28,2019-01-08,1.099,109,gap
6222,tpex,2020-02-27,2020-02-19,0.8062,5,gap
6222,tpex,2020-04-09,2020-03-27,0.8897,6,gap
6225,twse,2016-01-11,2015-12-31,0.92,5,gap
6236,tpex,2016-06-01,2016-05-24,0.99,5,gap
6236,tpex,2016-06-16,2016-06-02,0.9933,8,gap
6236,tpex,2016-06-30,2016-06-22,0.9983,5,gap
6236,tpex,2017-12-22,2017-12-14,0.9942,5,gap
6236,tpex,2018-09-27,2018-09-06,1.0,13,gap
6236,tpex,2018-10-17,2018-09-27,1.0,12,gap
6236,tpex,2018-11-12,2018-11-02,0.9804,5,gap
6236,tpex,2018-12-05,2018-11-12,0.796,16,gap
6236,tpex,2018-12-27,2018-12-19,1.0022,6,gap
6236,tpex,2019-01-09,2018-12-27,1.0435,6,gap
6236,tpex,2019-05-20,2019-05-09,0.9022,6,gap
6236,tpex,2019-06-12,2019-05-31,0.8746,6,gap
6236,tpex,2019-08-20,2019-08-08,0.9174,6,gap
6236,tpex,2019-08-28,2019-08-20,1.0,5,gap
6236,tpex,2019-09-23,2019-09-06,1.0,9,gap
6236,tpex,2019-10-16,2019-09-23,0.9111,13,gap
6236,tpex,2019-11-19,2019-10-30,1.0111,13,gap
6236,tpex,2019-11-27,2019-11-19,1.0,5,gap
6236,tpex,2020-01-15,2020-01-02,1.0915,8,gap
6236,tpex,2020-02-20,2020-01-15,0.9,18,gap
6236,tpex,2020-03-20,2020-03-04,1.0202,11,gap
6236,tpex,2020-04-29,2020-04-14,0.9011,10,gap
6236,tpex,2020-05-18,2020-04-29,1.0582,11,gap
6236,tpex,2020-06-02,2020-05-25,1.1442,5,gap
6236,tpex,2020-08-13,2020-08-05,0.9202,5,gap
6236,tpex,2020-09-03,2020-08-25,1.0204,6,gap
6236,tpex,2020-11-20,2020-11-11,0.9804,6,gap
6236,tpex,2021-01-13,2020-12-28,0.9671,10,gap
6236,tpex,2021-03-15,2021-03-04,1.0,6,gap
6236,tpex,2021-06-25,2021-06-17,1.1744,5,gap
6236,tpex,2021-08-04,2021-07-23,0.959,7,gap
6236,tpex,2022-02-22,2022-02-10,0.9797,7,gap
6236,tpex,2022-03-04,2022-02-22,1.0,6,gap
6236,tpex,2022-03-29,2022-03-04,1.0539,16,gap
6236,tpex,2022-05-06,2022-04-18,1.0909,12,gap
6236,tpex,2022-06-28,2022-06-17,0.9333,6,gap
6236,tpex,2022-09-07,2022-08-18,1.0,13,gap
6236,tpex,2022-10-14,2022-09-26,1.0,12,gap
6236,tpex,2022-10-25,2022-10-14,0.9171,6,gap
6236,tpex,2022-12-19,2022-12-07,0.9828,7,gap
6236,tpex,2023-01-31,2022-12-30,1.0471,12,gap
6236,tpex,2023-07-31,2023-07-14,1.0,10,gap
6236,tpex,2024-02-02,2024-01-17,0.9394,11,gap
6236,tpex,2024-05-08,2024-04-29,0.9086,5,gap
6236,tpex,2024-09-25,2024-09-13,0.9933,6,gap
6236,tpex,2024-11-28,2024-11-19,0.9768,6,gap
6236,tpex,2024-12-16,2024-12-06,1.0,5,gap
6236,tpex,2025-02-05,2025-01-08,0.9879,12,gap
6236,tpex,2025-03-05,2025-02-24,1.0947,5,gap
6236,tpex,2025-04-10,2025-03-31,0.9764,5,gap
6236,tpex,2025-04-25,2025-04-10,0.9637,10,gap
6236,tpex,2025-05-14,2025-05-05,1.0052,6,gap
6236,tpex,2025-05-23,2025-05-14,0.957,6,gap
6236,tpex,2025-06-11,2025-05-23,1.0018,11,gap
6236,tpex,2025-07-24,2025-06-12,0.9386,29,gap
6236,tpex,2025-08-13,2025-07-30,0.9811,9,gap
6236,tpex,2025-10-28,2025-10-13,1.0189,9,gap
6236,tpex,2025-12-26,2025-11-03,0.7423,37,gap
6236,tpex,2026-01-12,2025-12-30,1.0,7,gap
6236,tpex,2026-04-14,2026-02-26,0.8333,29,gap
6236,tpex,2026-05-21,2026-04-22,1.0499,19,gap
6236,tpex,2026-06-02,2026-05-21,0.92,7,gap
6236,tpex,2026-06-10,2026-06-02,1.0326,5,gap
6236,tpex,2026-07-01,2026-06-10,0.8974,13,gap
6236,tpex,2026-08-12,2026-07-07,0.9003,24,gap
6240,tpex,2015-02-05,2015-01-14,0.8585,15,gap
6240,tpex,2015-04-13,2015-02-10,1.0597,34,gap
6240,tpex,2015-05-22,2015-05-14,0.9495,5,gap
6240,tpex,2015-06-05,2015-05-28,0.9408,5,gap
6240,tpex,2015-11-17,2015-07-24,1.0,78,gap
6240,tpex,2015-12-16,2015-11-17,0.9875,20,gap
6240,tpex,2015-12-24,2015-12-16,0.9048,5,gap
6240,tpex,2016-03-25,2015-12-24,0.9579,57,gap
6240,tpex,2016-11-23,2016-03-25,0.989,163,gap
6240,tpex,2017-07-11,2017-06-30,0.8921,6,gap
6240,tpex,2017-08-24,2017-08-11,0.9408,8,gap
6240,tpex,2017-09-19,2017-09-05,0.9024,9,gap
6240,tpex,2017-10-03,2017-09-25,0.9245,6,gap
6240,tpex,2017-12-20,2017-12-08,0.963,7,gap
6240,tpex,2018-02-12,2018-01-24,1.0988,12,gap
6242,tpex,2015-09-09,2015-05-27,1.0574,72,gap
6242,tpex,2015-10-07,2015-09-16,0.9341,12,gap
6242,tpex,2015-10-21,2015-10-12,1.0,6,gap
6242,tpex,2016-03-17,2015-10-26,1.0893,94,gap
6242,tpex,2016-03-31,2016-03-17,0.9,9,gap
6242,tpex,2016-05-09,2016-04-22,1.0733,9,gap
6242,tpex,2016-05-19,2016-05-10,1.0,6,gap
6242,tpex,2016-06-17,2016-05-19,1.0352,19,gap
6242,tpex,2016-06-30,2016-06-17,1.0,8,gap
6242,tpex,2016-07-21,2016-06-30,0.98,13,gap
6242,tpex,2016-08-03,2016-07-22,0.9592,7,gap
6242,tpex,2016-10-11,2016-09-19,1.0,12,gap
6247,tpex,2018-11-28,2018-11-20,0.9904,5,gap
6248,tpex,2016-04-11,2016-03-30,0.9819,5,gap
6248,tpex,2017-09-28,2017-09-20,0.9905,5,gap
6259,tpex,2018-12-20,2018-12-11,1.0426,6,gap
6259,tpex,2019-05-22,2019-05-10,1.005,7,gap
6287,tpex,2024-08-09,2024-08-01,0.9777,5,gap
6287,tpex,2024-12-26,2024-12-17,1.0,6,gap
6287,tpex,2025-01-22,2025-01-13,1.0143,6,gap
6291,tpex,2015-08-19,2015-08-07,0.9351,7,gap
6291,tpex,2015-08-27,2015-08-19,0.9556,5,gap
6291,tpex,2015-09-18,2015-09-09,1.0,6,gap
6291,tpex,2019-01-21,2019-01-11,1.0204,5,gap
6291,tpex,2020-01-10,2019-12-31,0.9547,6,gap
6291,tpex,2020-02-20,2020-02-12,0.9308,5,gap
6404,tpex,2022-07-12,2022-06-30,1.0,7,gap
6404,tpex,2022-08-08,2022-07-29,0.9972,5,gap
6404,tpex,2022-08-18,2022-08-08,0.9518,7,gap
6404,tpex,2022-09-14,2022-08-22,1.0773,15,gap
6404,tpex,2022-10-14,2022-10-04,0.9342,6,gap
6464,twse,2018-03-21,2018-03-13,0.9958,5,gap
6464,twse,2019-05-08,2019-04-26,1.0,6,gap
6482,tpex,2018-08-23,2018-08-14,0.9984,6,gap
6482,tpex,2018-11-26,2018-11-15,0.9632,6,gap
6482,tpex,2019-01-02,2018-12-20,0.993,7,gap
6482,tpex,2019-01-25,2019-01-15,0.9982,7,gap
6482,tpex,2022-12-26,2022-12-16,0.9584,5,gap
6542,tpex,2022-05-04,2022-04-25,0.9887,5,gap
6542,tpex,2022-08-11,2022-08-02,1.0252,6,gap
6542,tpex,2022-11-23,2022-11-15,1.0046,5,gap
6574,tpex,2019-09-11,2019-09-02,1.0238,6,gap
6574,tpex,2019-11-25,2019-11-11,0.9671,9,gap
6574,tpex,2019-12-27,2019-12-19,0.994,5,gap
6574,tpex,2020-01-30,2020-01-13,0.9719,5,gap
6574,tpex,2020-02-10,2020-01-30,0.9937,6,gap
6574,tpex,2020-03-13,2020-03-03,0.8953,7,gap
6574,tpex,2022-03-17,2022-03-08,0.9492,6,gap
6574,tpex,2022-06-23,2022-06-13,0.9639,7,gap
6574,tpex,2022-08-04,2022-07-26,0.9961,6,gap
6574,tpex,2022-10-07,2022-09-28,1.0318,6,gap
6574,tpex,2022-11-09,2022-10-31,1.0261,6,gap
6574,tpex,2025-11-21,2025-11-11,0.9611,7,gap
6629,tpex,2022-09-26,2022-09-07,1.0137,11,gap
6629,tpex,2022-10-04,2022-09-26,0.9528,5,gap
6680,tpex,2021-06-16,2021-06-04,0.9506,6,gap
6680,tpex,2021-09-24,2021-09-14,1.0019,5,gap
6680,tpex,2021-11-04,2021-10-27,0.9844,5,gap
6680,tpex,2022-02-25,2022-02-17,0.9615,5,gap
6680,tpex,2022-04-26,2022-04-15,1.0,6,gap
6752,tpex,2022-09-26,2022-09-15,0.9429,6,gap
6752,tpex,2022-10-27,2022-10-18,1.0064,6,gap
6762,tpex,2022-02-07,2022-01-18,1.0,6,gap
6762,tpex,2022-02-16,2022-02-07,1.0,6,gap
6762,tpex,2026-08-25,2026-08-17,0.9647,5,gap
6856,tpex,2025-08-05,2025-07-28,0.9871,5,gap
6997,tpex,2026-04-10,2026-03-31,1.0198,5,gap
7716,tpex,2026-04-13,2026-04-01,0.9808,5,gap
8047,tpex,2016-05-12,2016-05-03,0.9635,6,gap
8053,tpex,2016-03-14,2016-03-04,1.084,5,gap
8067,tpex,2017-01-09,2016-12-29,1.0046,5,gap
8077,tpex,2015-07-13,2015-06-29,0.9333,8,gap
8077,tpex,2015-09-08,2015-08-24,1.0093,10,gap
8077,tpex,2018-03-20,2018-03-12,1.0023,5,gap
8077,tpex,2018-08-03,2018-07-25,1.0046,6,gap
8077,tpex,2018-08-13,2018-08-03,0.9447,5,gap
8077,tpex,2019-09-06,2019-08-29,1.0302,5,gap
8077,tpex,2020-04-06,2020-03-25,0.8808,5,gap
8077,tpex,2022-05-25,2022-05-16,0.9469,6,gap
8077,tpex,2022-07-07,2022-06-27,1.0149,7,gap
8077,tpex,2022-07-15,2022-07-07,0.9118,5,gap
8077,tpex,2022-12-27,2022-12-15,0.9975,7,gap
8077,tpex,2023-07-17,2023-06-29,0.9648,11,gap
8077,tpex,2023-09-05,2023-08-23,1.0581,8,gap
8077,tpex,2024-01-02,2023-12-22,1.0,5,gap
8077,tpex,2025-02-11,2025-02-03,1.0377,5,gap
8077,tpex,2025-03-26,2025-03-17,1.0193,6,gap
8077,tpex,2025-04-07,2025-03-26,0.9,5,gap
8077,tpex,2025-07-14,2025-07-04,1.0238,5,gap
8077,tpex,2025-08-04,2025-07-23,1.0,7,gap
8077,tpex,2025-10-01,2025-09-22,1.0249,5,gap
8077,tpex,2025-11-04,2025-10-22,0.9763,7,gap
8077,tpex,2025-12-04,2025-11-26,1.0098,5,gap
8077,tpex,2026-03-13,2026-02-26,1.0189,9,gap
8077,tpex,2026-04-01,2026-03-24,1.0651,5,gap
8077,tpex,2026-05-07,2026-04-27,0.9607,6,gap
8080,tpex,2020-01-17,2019-11-18,1.0972,42,gap
8080,tpex,2021-10-07,2021-04-06,1.1,127,gap
8080,tpex,2022-05-05,2022-04-06,0.9293,19,gap
8080,tpex,2024-01-24,2023-10-06,1.0996,74,gap
8087,tpex,2016-08-16,2016-08-04,1.0176,7,gap
8087,tpex,2016-11-17,2016-11-07,0.9506,7,gap
8087,tpex,2016-12-07,2016-11-24,0.9614,8,gap
8087,tpex,2017-04-19,2017-04-10,1.0056,6,gap
8087,tpex,2019-04-03,2019-03-26,0.9456,5,gap
8101,twse,2024-11-19,2024-08-21,5.5,58,price+gap
8105,twse,2026-08-27,2026-08-18,1.0978,6,gap
8291,tpex,2018-07-10,2018-06-28,0.9908,7,gap
8291,tpex,2018-07-18,2018-07-10,1.0031,5,gap
8291,tpex,2018-09-17,2018-09-05,0.9982,7,gap
8291,tpex,2018-09-27,2018-09-18,1.0994,5,gap
8291,tpex,2018-10-26,2018-10-12,0.983,9,gap
8291,tpex,2018-11-12,2018-10-26,1.0154,10,gap
8291,tpex,2019-02-25,2019-02-14,1.0538,6,gap
8291,tpex,2019-05-28,2019-05-15,1.0025,8,gap
8291,tpex,2019-07-23,2019-07-15,0.8987,5,gap
8291,tpex,2019-11-26,2019-10-31,0.9372,17,gap
8291,tpex,2020-01-08,2019-12-25,0.9178,8,gap
8291,tpex,2020-05-15,2020-05-06,1.0,6,gap
8291,tpex,2021-06-09,2021-06-01,0.9667,5,gap
8291,tpex,2021-09-09,2021-09-01,1.0312,5,gap
8291,tpex,2021-09-30,2021-09-17,0.9786,6,gap
8291,tpex,2021-10-25,2021-09-30,1.0131,15,gap
8291,tpex,2021-11-18,2021-11-10,0.9264,5,gap
8291,tpex,2022-05-09,2022-04-20,0.9086,11,gap
8291,tpex,2022-07-01,2022-06-16,0.9132,10,gap
8291,tpex,2022-10-03,2022-09-23,0.9238,5,gap
8291,tpex,2022-10-24,2022-10-06,1.01,10,gap
8291,tpex,2022-12-19,2022-12-09,1.0619,5,gap
8291,tpex,2023-01-06,2022-12-28,1.0167,5,gap
8291,tpex,2023-02-06,2023-01-13,1.0239,7,gap
8291,tpex,2023-04-17,2023-04-06,1.0309,6,gap
8291,tpex,2023-05-08,2023-04-27,0.922,5,gap
8291,tpex,2023-05-18,2023-05-08,1.0,7,gap
8291,tpex,2023-05-31,2023-05-19,1.0,7,gap
8291,tpex,2023-06-29,2023-06-06,0.9333,14,gap
8291,tpex,2023-07-18,2023-07-07,1.0,6,gap
8291,tpex,2023-09-01,2023-08-16,1.092,11,gap
8291,tpex,2026-02-25,2025-08-19,0.9123,122,gap
8342,tpex,2026-03-23,2026-03-13,1.0179,5,gap
8423,tpex,2015-07-02,2015-06-24,1.0164,5,gap
8423,tpex,2016-06-14,2016-05-31,0.9824,8,gap
8423,tpex,2016-06-28,2016-06-20,0.9737,5,gap
8423,tpex,2016-08-02,2016-07-25,1.0797,5,gap
8423,tpex,2016-10-11,2016-09-30,0.9471,5,gap
8423,tpex,2016-12-19,2016-12-09,1.118,5,gap
8423,tpex,2022-11-09,2022-10-27,1.0029,8,gap
8423,tpex,2023-01-12,2023-01-03,0.9684,6,gap
8423,tpex,2023-08-28,2023-08-18,1.0,5,gap
8423,tpex,2023-11-09,2023-10-31,1.0223,6,gap
8426,tpex,2018-12-26,2018-12-19,0.9396,5,gap
8427,twse,2019-11-14,2019-11-06,0.9731,5,gap
8427,twse,2020-11-11,2020-11-02,0.9884,6,gap
8427,twse,2020-11-30,2020-11-19,1.0056,6,gap
8455,tpex,2020-11-06,2020-10-27,0.9724,7,gap
8455,tpex,2021-08-03,2021-07-26,0.9377,5,gap
8455,tpex,2022-09-13,2022-09-02,0.9692,5,gap
8455,tpex,2022-10-12,2022-09-27,0.9076,9,gap
8455,tpex,2024-01-02,2023-12-22,0.9906,5,gap
8455,tpex,2024-02-01,2024-01-18,0.9575,9,gap
8467,twse,2021-08-02,2021-07-23,1.0,5,gap
8472,tpex,2022-05-10,2022-04-28,0.9771,6,gap
8472,tpex,2022-06-16,2022-06-08,0.9866,5,gap
8472,tpex,2023-02-20,2023-02-08,1.0118,7,gap
8480,twse,2021-11-09,2021-10-29,1.0047,6,gap
8497,twse,2020-09-09,2020-08-28,1.0,7,gap
8905,tpex,2020-06-11,2020-05-19,1.0974,16,gap
8917,tpex,2015-02-09,2015-01-28,1.0254,7,gap
8917,tpex,2015-08-14,2015-08-03,1.0096,8,gap
8917,tpex,2015-10-08,2015-09-09,1.0198,18,gap
8917,tpex,2015-10-23,2015-10-15,0.981,5,gap
8917,tpex,2015-11-02,2015-10-23,1.0092,5,gap
8917,tpex,2015-12-01,2015-11-02,1.0091,20,gap
8917,tpex,2015-12-31,2015-12-18,1.0,8,gap
8917,tpex,2016-02-23,2016-02-15,1.0,5,gap
8917,tpex,2016-03-08,2016-02-24,0.9861,7,gap
8917,tpex,2016-04-29,2016-04-20,0.981,6,gap
8917,tpex,2016-05-30,2016-05-17,1.001,8,gap
8917,tpex,2016-06-22,2016-06-04,0.9979,10,gap
8917,tpex,2016-07-13,2016-06-30,1.0,7,gap
8917,tpex,2016-07-26,2016-07-18,1.0031,5,gap
8917,tpex,2016-08-25,2016-08-08,1.0187,12,gap
8917,tpex,2016-11-25,2016-11-15,1.0031,7,gap
8917,tpex,2016-12-06,2016-11-28,0.9834,5,gap
8917,tpex,2017-03-06,2017-02-22,1.0,5,gap
8917,tpex,2017-03-31,2017-03-06,1.0,18,gap
8917,tpex,2017-06-09,2017-06-02,1.0,5,gap
8917,tpex,2017-07-03,2017-06-23,0.9719,5,gap
8917,tpex,2017-07-14,2017-07-06,1.0241,5,gap
8917,tpex,2017-07-28,2017-07-20,0.9659,5,gap
8917,tpex,2017-08-09,2017-08-01,0.981,5,gap
8917,tpex,2017-09-22,2017-09-05,0.9796,12,gap
8917,tpex,2017-10-26,2017-10-05,1.0,12,gap
8917,tpex,2017-11-17,2017-10-26,0.9938,15,gap
8917,tpex,2017-12-20,2017-12-12,1.0,5,gap
8917,tpex,2017-12-29,2017-12-21,1.0021,5,gap
8917,tpex,2018-05-21,2018-05-07,1.0097,9,gap
8917,tpex,2018-07-11,2018-06-28,1.0,8,gap
8917,tpex,2018-09-07,2018-08-21,1.0,12,gap
8917,tpex,2018-09-26,2018-09-07,1.0,11,gap
8917,tpex,2018-10-11,2018-09-26,0.9408,9,gap
8917,tpex,2018-10-25,2018-10-16,0.9792,6,gap
8917,tpex,2018-12-12,2018-11-27,0.9897,10,gap
8917,tpex,2019-02-19,2019-01-30,1.0063,6,gap
8917,tpex,2019-03-06,2019-02-21,0.9897,6,gap
8917,tpex,2019-03-21,2019-03-13,1.0,5,gap
8917,tpex,2019-06-25,2019-06-17,1.0,5,gap
8917,tpex,2019-07-29,2019-07-19,1.002,5,gap
8917,tpex,2025-09-12,2025-09-04,1.0099,5,gap
8921,tpex,2015-01-15,2015-01-07,0.9827,5,gap
8921,tpex,2015-01-28,2015-01-19,0.9673,6,gap
8921,tpex,2015-02-25,2015-01-30,0.9947,11,gap
8921,tpex,2015-03-19,2015-03-11,0.9872,5,gap
8921,tpex,2015-04-20,2015-04-09,1.0,6,gap
8921,tpex,2015-05-06,2015-04-27,1.005,5,gap
8921,tpex,2015-05-26,2015-05-12,0.9897,9,gap
8921,tpex,2015-07-22,2015-07-14,0.9918,5,gap
8921,tpex,2015-07-31,2015-07-22,1.036,6,gap
8921,tpex,2015-08-10,2015-07-31,0.9813,5,gap
8921,tpex,2015-09-16,2015-09-04,0.9971,7,gap
8921,tpex,2015-10-07,2015-09-16,1.0058,12,gap
8921,tpex,2015-10-20,2015-10-07,1.026,7,gap
8921,tpex,2015-11-11,2015-10-30,0.9914,7,gap
8921,tpex,2015-11-30,2015-11-11,0.9012,12,gap
8921,tpex,2016-01-20,2016-01-12,0.987,5,gap
8921,tpex,2016-03-24,2016-03-16,1.0085,5,gap
8921,tpex,2016-04-15,2016-03-30,0.9727,9,gap
8921,tpex,2016-05-27,2016-04-15,0.986,28,gap
8921,tpex,2016-06-07,2016-05-31,1.0531,5,gap
8921,tpex,2016-06-21,2016-06-08,0.9831,6,gap
8921,tpex,2016-07-04,2016-06-21,0.9943,8,gap
8921,tpex,2016-07-13,2016-07-04,1.0316,5,gap
8921,tpex,2016-09-05,2016-08-26,0.9708,5,gap
8921,tpex,2016-10-06,2016-09-20,0.9602,9,gap
8921,tpex,2016-10-31,2016-10-20,0.973,6,gap
8921,tpex,2016-12-01,2016-11-02,1.0,20,gap
8921,tpex,2016-12-28,2016-12-01,0.9348,18,gap
8921,tpex,2017-01-06,2016-12-28,0.9668,5,gap
8921,tpex,2017-02-06,2017-01-19,0.9776,5,gap
8921,tpex,2017-03-20,2017-03-09,0.9841,6,gap
8921,tpex,2017-04-10,2017-03-28,0.9968,6,gap
8921,tpex,2017-04-19,2017-04-10,1.0,6,gap
8921,tpex,2017-06-05,2017-05-22,1.0,8,gap
8921,tpex,2017-06-20,2017-06-07,0.9671,8,gap
8921,tpex,2017-07-05,2017-06-20,1.0,10,gap
8921,tpex,2017-08-10,2017-07-27,0.9571,9,gap
8921,tpex,2017-08-29,2017-08-18,1.0037,6,gap
8921,tpex,2017-09-07,2017-08-29,0.9705,6,gap
8921,tpex,2017-09-27,2017-09-11,0.9819,11,gap
8921,tpex,2017-10-17,2017-09-27,0.9926,11,gap
8921,tpex,2017-10-26,2017-10-17,1.0037,6,gap
8921,tpex,2017-12-06,2017-11-28,1.0341,5,gap
8921,tpex,2017-12-25,2017-12-12,0.9449,8,gap
8921,tpex,2018-01-04,2017-12-25,1.0467,6,gap
8921,tpex,2018-02-02,2018-01-24,1.051,6,gap
8921,tpex,2018-02-12,2018-02-02,1.0,5,gap
8921,tpex,2018-03-07,2018-02-26,1.0152,5,gap
8921,tpex,2018-06-25,2018-06-12,0.9786,7,gap
8921,tpex,2018-07-25,2018-07-17,1.0,5,gap
8921,tpex,2018-08-02,2018-07-25,0.9924,5,gap
8921,tpex,2018-10-12,2018-10-03,0.9796,5,gap
8921,tpex,2018-10-26,2018-10-16,0.961,7,gap
8921,tpex,2019-01-08,2018-12-17,0.9922,14,gap
8921,tpex,2019-02-27,2019-02-11,1.0962,11,gap
8921,tpex,2019-03-27,2019-03-19,0.9965,5,gap
8921,tpex,2019-06-04,2019-05-02,0.9929,22,gap
8921,tpex,2019-07-23,2019-07-10,1.0148,8,gap
8921,tpex,2019-11-13,2019-11-04,1.0075,6,gap
8921,tpex,2019-12-05,2019-11-19,1.0075,11,gap
8921,tpex,2020-02-03,2020-01-14,0.9783,6,gap
8921,tpex,2020-03-04,2020-02-03,0.9778,20,gap
8921,tpex,2020-05-20,2020-05-07,0.9885,8,gap
8921,tpex,2020-06-08,2020-05-22,1.0,10,gap
8921,tpex,2020-07-14,2020-07-06,0.9645,5,gap
8921,tpex,2020-08-04,2020-07-22,0.9427,8,gap
8921,tpex,2020-09-01,2020-08-17,1.0,10,gap
8921,tpex,2020-09-18,2020-09-09,1.0977,6,gap
8921,tpex,2020-10-27,2020-10-19,0.9712,5,gap
8921,tpex,2020-11-17,2020-11-05,0.9781,7,gap
8921,tpex,2021-01-05,2020-12-24,1.0597,6,gap
8921,tpex,2021-02-01,2021-01-22,1.0072,5,gap
8921,tpex,2021-02-19,2021-02-01,0.9928,6,gap
8921,tpex,2022-08-08,2022-07-28,0.9709,6,gap
8921,tpex,2022-09-30,2022-09-20,0.9797,7,gap
8921,tpex,2022-12-30,2022-12-22,1.0,5,gap
8921,tpex,2023-05-29,2023-05-19,0.9966,5,gap
8921,tpex,2023-09-06,2023-08-25,1.0143,7,gap
8921,tpex,2023-09-26,2023-09-14,1.025,7,gap
8921,tpex,2025-10-03,2025-09-23,0.9971,6,gap
8921,tpex,2025-11-04,2025-10-23,0.9911,6,gap
8921,tpex,2025-12-19,2025-12-11,1.0,5,gap
8921,tpex,2026-03-23,2026-03-11,0.9884,7,gap
8923,tpex,2015-01-30,2015-01-21,0.9771,6,gap
8923,tpex,2015-03-03,2015-02-11,1.0,6,gap
8923,tpex,2015-03-12,2015-03-03,1.0523,6,gap
8923,tpex,2015-03-27,2015-03-18,1.0112,6,gap
8923,tpex,2015-04-20,2015-04-09,0.9804,6,gap
8923,tpex,2015-06-04,2015-05-22,1.0114,8,gap
8923,tpex,2015-08-24,2015-08-10,0.9766,9,gap
8923,tpex,2015-10-16,2015-10-05,1.0882,7,gap
8923,tpex,2015-10-30,2015-10-22,0.9888,5,gap
8923,tpex,2015-11-17,2015-11-06,1.0,6,gap
8923,tpex,2015-12-03,2015-11-17,1.0,11,gap
8923,tpex,2015-12-15,2015-12-04,0.9941,6,gap
8923,tpex,2016-01-04,2015-12-16,1.003,11,gap
8923,tpex,2016-01-27,2016-01-19,0.9939,5,gap
8923,tpex,2016-06-03,2016-04-28,0.9665,24,gap
8923,tpex,2016-09-14,2016-09-01,0.9824,9,gap
8923,tpex,2016-11-04,2016-10-21,0.9884,9,gap
8923,tpex,2016-11-22,2016-11-11,1.0,6,gap
8923,tpex,2016-12-26,2016-12-16,1.006,5,gap
8923,tpex,2017-02-06,2017-01-10,0.9971,12,gap
8923,tpex,2017-03-08,2017-02-20,1.003,9,gap
8923,tpex,2017-03-16,2017-03-08,1.0295,5,gap
8923,tpex,2017-04-14,2017-03-24,1.0661,12,gap
8923,tpex,2017-10-24,2017-10-16,1.0,5,gap
8923,tpex,2018-07-13,2018-07-05,0.9805,5,gap
8923,tpex,2018-08-15,2018-08-02,0.9841,8,gap
8923,tpex,2019-01-17,2019-01-09,1.007,5,gap
8923,tpex,2020-07-31,2020-07-23,1.0,5,gap
8923,tpex,2021-07-16,2021-07-06,1.0,7,gap
8923,tpex,2021-10-26,2021-10-18,1.015,5,gap
8923,tpex,2022-11-02,2022-10-20,0.9231,8,gap
8923,tpex,2022-11-14,2022-11-03,1.0194,6,gap
8923,tpex,2025-12-26,2025-12-17,0.9512,5,gap
